img_index,person,bicycle,car,motorcycle,chair,couch,potted plant,bed,dining table,toilet,tv,laptop,microwave,oven,toaster,sink,refrigerator
10209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
10210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
10211,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
10212,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,0
10213,1,0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,0
10214,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
10215,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
10216,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0
10217,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0
10218,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0
10219,1,0,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1
10220,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
10221,1,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,0
10222,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1
10223,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1
10224,1,0,1,0,1,0,1,1,1,0,1,0,0,0,0,1,0
10225,0,0,0,0,1,1,1,1,1,0,1,0,1,1,0,1,1
10226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10227,1,0,0,0,1,0,0,1,0,1,1,1,1,1,0,1,0
10228,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1
10229,1,0,0,0,1,1,1,1,0,1,1,0,0,1,0,1,1
10230,1,0,0,0,1,1,1,1,1,1,1,0,0,1,0,1,1
10231,1,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,1
10232,0,0,0,0,1,1,1,1,0,1,1,1,1,1,0,1,0
10233,0,0,1,0,1,1,0,1,1,0,1,0,1,1,1,1,1
10234,0,0,1,0,1,0,1,1,1,1,1,0,0,1,0,1,1
10235,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,1,0
10236,0,0,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1
10237,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
10238,0,0,0,0,1,1,1,0,1,0,1,0,1,1,0,1,1
10239,1,0,0,0,1,1,1,1,1,0,1,1,1,0,0,1,1
10240,0,0,0,0,1,1,1,1,0,1,1,0,1,1,0,1,1
10241,0,0,1,0,1,1,1,0,1,1,1,0,0,1,0,0,1
10242,0,0,1,0,1,1,1,0,1,1,1,1,0,0,0,1,0
10243,0,0,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1
10244,0,0,1,0,1,1,1,1,1,0,1,1,1,1,0,1,0
10245,0,0,0,0,1,0,1,1,0,1,1,0,0,1,0,1,1
10246,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
10247,1,0,0,0,1,1,1,1,1,0,1,0,0,1,0,1,0
10248,1,0,0,0,1,1,0,1,1,1,1,0,1,1,0,1,1
10249,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,1
10250,0,1,0,0,1,1,1,1,0,1,1,0,1,1,0,1,1
10251,1,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,0
10252,0,0,0,0,1,1,1,1,1,0,1,0,0,1,0,1,1
10253,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
10254,1,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,1
10255,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,1,1
10256,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
10257,0,0,0,0,1,1,1,1,1,0,1,0,1,1,0,1,1
10258,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1
10259,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
10260,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,1,1
10261,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1
10262,0,0,0,0,1,1,0,1,1,0,1,0,1,1,0,1,1
10263,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
10264,1,0,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1
10265,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
10266,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
10267,1,0,0,0,1,0,1,1,1,1,1,1,0,1,1,1,1
10268,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
10269,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,1,1
10270,0,0,0,0,1,1,0,1,1,0,1,0,1,1,0,1,1
10271,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1
10272,0,1,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1
10273,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,1,1
10274,0,0,0,0,1,1,1,1,1,0,0,1,1,1,0,1,1
10275,0,1,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1
10276,1,0,0,0,1,1,1,1,1,0,1,0,0,1,0,1,1
10277,1,0,0,0,0,0,1,0,0,1,1,1,0,1,0,1,0
10278,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1
10279,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
10280,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0
10281,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1
10282,0,0,0,0,1,1,1,0,1,0,1,0,1,0,0,0,0
10283,1,0,0,0,1,0,1,1,1,1,1,1,0,1,1,1,1
10284,1,0,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1
10285,1,0,0,0,1,1,1,1,1,1,1,0,0,1,0,1,1
10286,0,0,1,0,1,1,0,1,0,1,1,1,1,0,0,1,1
10287,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1
10288,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
10289,0,1,1,0,1,1,1,1,0,1,1,0,1,0,0,1,1
10290,0,0,0,0,1,1,1,1,0,1,1,0,1,0,0,1,1
10291,1,0,1,0,1,1,1,1,0,1,1,0,0,0,0,1,0
10292,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,1
10293,0,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1
10294,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10295,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,1,0
10296,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10297,0,0,0,0,1,1,1,1,1,1,0,0,1,1,0,1,1
10298,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,1
10299,1,0,0,0,1,1,1,1,0,1,1,0,1,0,0,1,1
10300,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1
10301,1,0,0,0,1,0,1,1,1,1,1,0,0,1,0,1,1
10302,1,0,1,0,1,1,1,1,0,1,0,1,1,1,0,1,1
10303,0,0,0,0,1,1,1,1,0,1,1,0,1,1,0,1,1
10304,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1
10305,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
10306,1,0,0,0,1,1,1,1,1,1,1,0,1,0,0,1,1
10307,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
10308,0,0,1,0,1,1,1,0,1,0,0,0,1,0,0,1,1
10309,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0
10310,1,0,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0
10311,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10312,1,0,0,0,1,0,1,1,1,1,0,0,0,1,0,1,1
10313,1,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1
10314,0,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0
10315,0,0,0,0,1,1,1,1,0,0,1,0,1,1,0,0,1
10316,0,0,0,0,1,1,1,0,1,1,1,0,1,1,0,1,1
10317,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1
10318,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,1,0
10319,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,1,0
10320,1,0,0,0,1,1,1,1,0,0,1,0,1,1,0,1,1
10321,1,0,0,0,1,1,0,1,1,0,1,0,0,0,0,1,1
10322,1,0,1,0,1,0,0,1,1,1,1,1,1,1,0,1,1
10323,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
10324,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,1,0
10325,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
10326,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0
10327,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
10328,1,0,0,0,1,1,1,1,1,0,1,1,1,1,0,0,1
10329,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1
10330,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1
10331,1,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1
10332,1,0,0,0,1,0,1,1,1,1,1,0,0,1,0,1,1
10333,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,1,0
10334,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
10335,0,0,1,0,1,1,0,1,1,1,1,0,1,1,0,1,1
10336,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0
10337,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
10338,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1
10339,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1
10340,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0,1,1
10341,1,0,0,0,1,1,1,1,1,1,0,0,0,1,0,1,1
10342,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0
10343,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,1
10344,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1
10345,1,0,0,0,1,1,1,1,1,1,0,0,0,1,0,1,1
10346,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1
10347,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,1,1
10348,0,0,0,0,1,1,1,1,1,1,0,0,1,1,0,1,1
10349,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1
10350,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
10351,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1
10352,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1
10353,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
10354,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1
10355,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
10356,0,0,0,0,1,1,0,0,1,1,1,0,0,1,0,1,1
10357,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
10358,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
10359,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1
10360,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0
10361,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0
10362,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1
10363,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1
10364,1,0,1,0,1,1,1,1,1,1,0,0,0,1,0,0,1
10365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10366,1,0,0,0,0,1,1,0,0,1,1,0,1,1,0,1,1
10367,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1
10368,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0
10369,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
10370,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
10371,0,0,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1
10372,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
10373,1,0,0,0,1,1,1,1,1,0,1,0,0,1,0,1,1
10374,0,0,0,0,1,1,0,1,1,1,1,1,0,1,0,1,1
10375,1,0,0,0,1,1,1,1,0,1,1,0,1,1,0,1,1
10376,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0
10377,1,0,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1
10378,1,0,0,0,1,1,1,1,1,1,0,0,1,1,0,1,1
10379,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
10380,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,1,1
10381,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0
10382,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1
10383,0,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,1
10384,0,0,1,0,1,1,1,0,1,0,1,1,0,0,0,0,0
10385,0,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,1
10386,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,1,1
10387,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
10388,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0
10389,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1
10390,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
10391,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0
10392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10393,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,1,0
10394,0,0,1,0,1,1,1,1,1,0,0,0,0,1,0,0,1
10395,1,1,1,0,1,1,1,0,1,0,1,0,1,1,0,0,1
10396,0,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,1
10397,0,0,1,0,1,1,1,1,1,0,0,0,0,1,0,0,1
10398,0,0,0,0,1,1,1,1,1,0,1,1,1,1,0,0,1
10399,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1
10400,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0
10401,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
10402,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0
10403,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1
10404,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0
10405,1,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1
10406,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
10407,0,0,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1
10408,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
10409,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0
10410,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
10411,0,0,0,0,1,0,1,0,1,1,1,1,1,1,0,1,1
10412,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0
10413,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
10414,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
10415,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0
10416,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
10417,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1
10418,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0
10419,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
10420,1,0,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1
10421,0,0,1,0,1,1,1,0,1,1,1,0,0,0,0,1,0
10422,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
10423,1,0,0,0,1,1,1,1,0,1,1,1,1,1,0,1,1
10424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10425,0,0,1,0,1,1,1,0,1,0,1,1,0,0,0,0,0
10426,0,0,1,0,1,1,1,0,1,0,1,1,0,0,0,0,0
10427,1,0,1,0,1,1,1,1,1,1,0,0,0,1,0,1,1
10428,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0,1,1
10429,0,1,0,0,1,1,0,1,1,1,0,0,1,1,0,1,1
10430,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0
10431,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1
10432,1,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1
10433,1,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1
10434,0,0,0,0,1,0,1,1,0,1,1,0,0,1,0,1,1
10435,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1
10436,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,1,0
10437,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,1
10438,1,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0
10439,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
10440,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0
10441,0,0,0,0,1,1,1,1,0,1,1,1,0,1,0,1,1
10442,1,0,0,0,1,0,1,1,1,0,1,1,1,1,0,1,1
10443,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1
10444,1,0,0,0,1,1,1,1,1,1,1,0,0,1,0,1,1
10445,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
10446,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1
10447,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0
10448,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,0,0
10449,0,0,1,0,1,0,1,1,0,1,1,0,1,1,0,1,0
10450,1,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1
10451,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
10452,1,0,0,0,1,1,1,1,1,0,1,0,1,1,0,1,1
10453,0,0,1,0,1,0,1,1,0,1,1,1,0,0,0,0,1
10454,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1
10455,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1
10456,1,0,1,0,1,0,1,1,1,1,1,0,1,1,0,1,1
10457,1,0,0,0,1,1,1,1,1,1,1,0,0,1,0,1,1
10458,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,1,1
10459,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
10460,0,1,0,1,1,0,1,1,1,0,1,1,1,0,0,1,1
10461,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
10462,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1
10463,1,0,1,0,1,1,1,1,1,0,1,0,0,1,0,1,1
10464,1,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1
10465,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1
10466,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
10467,1,0,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0
10468,1,0,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1
10469,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1
10470,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,1,0
10471,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1
10472,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,1,1
10473,1,0,0,0,1,1,1,1,0,1,1,0,0,1,0,1,1
10474,1,0,1,0,1,1,1,0,1,0,1,0,1,1,0,1,1
10475,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,1
10476,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
10477,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0
10478,1,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1
10479,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
10480,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0
10481,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
10482,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1
10483,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1
10484,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
10485,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1,1
10486,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1
10487,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
10488,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1
10489,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0
10490,0,0,0,0,1,1,0,1,1,1,1,0,0,1,0,1,1
10491,1,0,1,0,1,1,1,1,1,0,1,0,1,1,0,1,1
10492,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1
10493,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,1,1
10494,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0
10495,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1
10496,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1
10497,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0
10498,0,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1
10499,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
10500,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0
10501,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,1,1
10502,0,0,1,0,1,1,1,1,0,1,0,0,1,1,0,1,1
10503,1,0,1,0,1,1,1,1,1,0,1,0,1,1,0,0,0
10504,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,1,1
10505,1,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1
10506,0,0,1,0,1,1,0,1,1,0,1,0,0,1,0,1,1
10507,0,0,1,0,1,1,1,1,1,1,1,0,0,1,0,1,0
10508,1,0,0,0,1,1,1,1,0,1,1,0,1,1,0,1,1
10509,1,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,1
10510,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1
10511,0,0,1,0,1,1,1,1,1,1,1,0,0,1,0,1,0
10512,0,0,0,0,0,1,0,1,0,1,1,0,1,1,0,1,1
10513,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
10514,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
10515,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0
10516,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,0
10517,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1
10518,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1
10519,1,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1
10520,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,1,1
10521,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1
10522,1,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1
10523,1,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1
10524,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1
10525,1,0,1,0,1,0,0,0,1,1,1,0,0,0,0,1,1
10526,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0
10527,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
10528,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
10529,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0
10530,1,0,0,0,1,1,1,1,1,0,1,1,1,1,0,1,1
10531,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,1,1
10532,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0
10533,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1
10534,1,0,1,0,1,1,1,1,1,0,1,0,1,1,0,1,1
10535,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0
10536,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0,0,1
10537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10538,1,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1
10539,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1
10540,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
10541,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1
10542,0,0,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1
10543,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,1,0
10544,1,0,0,0,1,1,1,1,0,1,1,1,0,1,0,1,1
10545,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,1,0
10546,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1
10547,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
10548,1,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1
10549,1,0,1,0,1,1,1,0,1,0,1,0,1,1,0,0,1
10550,0,0,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0
10551,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,1,1
10552,0,0,0,0,1,1,1,1,0,1,1,0,1,1,0,1,1
10553,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
10554,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
10555,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,1,1
10556,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
10557,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
10558,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,1,0
10559,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,0
10560,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
10561,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1
10562,1,0,0,0,1,1,1,1,0,1,0,0,1,1,0,1,1
10563,1,0,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0
10564,0,0,0,0,1,1,1,1,0,1,1,0,1,1,0,1,1
10565,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,1,0
10566,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,1,0
10567,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1
10568,0,0,1,0,0,0,1,1,0,1,1,0,1,1,0,1,1
10569,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0
10570,1,0,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1
10571,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
10572,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1
10573,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0
10574,0,0,0,0,1,1,0,0,1,1,1,0,0,1,0,1,1
10575,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,1,1
10576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10577,0,0,0,0,1,1,0,0,1,1,1,0,0,1,0,1,1
10578,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
10579,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1,1
10580,0,0,1,0,1,0,1,1,1,0,0,0,0,1,0,0,1
10581,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,1
10582,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0
10583,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0
10584,1,1,1,0,1,1,1,0,1,0,0,1,1,1,0,0,1
