img_index,person,bicycle,car,motorcycle,chair,couch,potted plant,bed,dining table,toilet,tv,laptop,microwave,oven,toaster,sink,refrigerator
6633,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0
6634,0,0,0,0,1,1,1,1,0,1,1,0,0,1,0,0,1
6635,1,1,1,0,1,1,0,1,1,1,1,0,1,1,0,1,1
6636,1,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,0
6637,1,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1
6638,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
6639,0,0,0,0,1,1,1,1,0,1,1,0,0,1,0,1,1
6640,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1
6641,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0
6642,0,0,1,0,1,1,0,1,1,1,1,0,1,1,0,1,1
6643,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1
6644,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,1
6645,0,0,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1
6646,0,1,0,0,1,1,1,1,1,0,1,1,0,0,0,1,0
6647,0,0,0,0,1,1,1,1,0,0,1,0,1,1,0,0,1
6648,1,0,0,0,1,1,1,1,1,1,1,0,1,0,0,1,1
6649,0,0,0,0,1,0,1,1,1,0,1,0,1,0,0,1,1
6650,1,0,0,0,1,1,1,1,0,1,1,0,0,0,0,1,0
6651,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1
6652,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
6653,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1
6654,1,0,1,0,1,1,1,1,1,0,1,1,0,0,0,1,0
6655,1,0,1,0,0,1,1,1,0,1,1,0,1,1,0,1,1
6656,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
6657,0,0,0,0,1,1,0,1,0,1,1,0,0,1,0,1,1
6658,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1
6659,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1
6660,0,0,0,0,1,1,1,1,1,0,1,1,1,1,0,1,0
6661,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,1,1
6662,0,0,0,0,1,1,1,0,1,1,1,1,1,1,0,1,1
6663,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0
6664,0,0,1,0,1,1,1,1,1,1,1,0,0,1,0,0,1
6665,0,0,0,0,1,1,1,1,0,0,1,0,1,0,0,1,1
6666,0,1,0,0,1,1,1,1,1,1,1,1,0,1,0,1,1
6667,1,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1
6668,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,1
6669,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0
6670,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0
6671,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,1,0
6672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6673,1,0,0,0,1,1,1,1,0,1,1,0,1,0,0,1,1
6674,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1
6675,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1
6676,0,0,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1
6677,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1
6678,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
6679,0,0,0,0,1,1,1,0,0,1,1,0,0,1,0,1,1
6680,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1
6681,1,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1
6682,1,1,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1
6683,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1
6684,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,1,1
6685,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
6686,0,0,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1
6687,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1
6688,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1
6689,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0,1,0
6690,1,0,0,0,1,0,1,1,1,1,1,0,1,1,0,1,1
6691,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1
6692,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0
6693,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1
6694,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0
6695,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1
6696,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1
6697,1,1,1,0,1,0,1,1,1,1,0,0,1,1,0,1,0
6698,1,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1
6699,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1
6700,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1
6701,0,0,0,0,1,1,1,1,0,1,1,0,1,1,0,1,1
6702,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1
6703,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1
6704,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1
6705,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0
6706,0,0,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1
6707,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1
6708,0,0,0,0,1,1,1,1,1,0,1,0,1,0,0,1,1
6709,1,0,0,0,1,1,1,1,1,1,1,0,1,0,0,1,1
6710,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
6711,0,0,0,0,1,1,1,1,0,0,1,0,1,1,0,0,1
6712,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,0
6713,1,0,1,0,1,0,1,0,1,1,1,0,0,0,0,1,0
6714,1,0,0,0,1,1,1,1,0,1,1,0,1,1,0,1,1
6715,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,1,0
6716,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0
6717,1,0,1,0,0,1,1,1,0,1,0,0,0,1,0,1,0
6718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
6719,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,1,0
6720,0,0,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1
6721,1,0,0,0,1,1,1,1,1,0,1,0,0,1,0,1,1
6722,0,1,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0
6723,0,0,0,0,1,1,0,1,1,1,1,1,1,0,0,1,0
6724,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1
6725,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1
6726,1,0,0,0,1,1,1,1,0,1,1,0,0,1,0,1,1
6727,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6728,0,0,1,0,1,1,1,1,1,1,1,0,0,1,0,1,0
6729,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
6730,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1
6731,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1
6732,0,0,1,0,1,1,1,1,1,0,1,0,1,1,0,1,1
6733,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0
6734,0,0,0,0,1,1,1,1,0,1,1,1,1,1,0,1,1
6735,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,1,1
6736,1,0,0,0,1,1,1,1,1,1,1,1,0,1,0,1,0
6737,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0
6738,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6739,0,0,1,0,1,1,1,1,1,1,0,0,0,1,0,1,1
6740,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0
6741,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1
6742,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0
6743,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
6744,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1
6745,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1
6746,1,0,0,0,1,1,1,1,0,1,1,0,1,0,0,1,0
6747,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1
6748,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0
6749,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1
6750,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0
6751,1,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0
6752,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0
6753,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0
6754,0,0,0,0,1,1,1,1,0,1,1,1,0,1,0,1,1
6755,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1
6756,0,0,0,0,1,1,1,1,1,0,1,0,0,1,0,1,1
6757,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,1,1
6758,1,0,0,0,1,1,1,1,1,1,1,0,0,1,0,1,1
6759,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1
6760,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,1,1
6761,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,1,0
6762,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,1,1
6763,0,0,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1
6764,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
6765,1,1,0,0,1,1,0,1,0,1,1,1,1,0,0,1,1
6766,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
6767,1,0,0,0,1,0,1,1,1,1,1,0,1,1,0,1,1
6768,0,0,0,0,1,1,1,1,0,1,1,0,1,1,0,1,1
6769,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0
6770,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,1
6771,1,0,0,0,1,1,1,1,1,0,1,0,0,1,1,1,1
6772,1,0,0,0,1,1,1,0,1,1,1,1,1,0,0,1,1
6773,1,0,0,0,1,1,1,1,1,1,1,1,0,1,0,1,0
6774,0,0,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1
6775,1,0,0,0,1,1,1,0,0,1,0,1,1,0,0,1,1
6776,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
6777,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1
6778,0,0,0,0,1,0,1,0,1,1,1,0,1,1,0,1,1
6779,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1
6780,0,0,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1
6781,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0
6782,1,0,0,0,1,1,0,1,1,1,0,1,1,1,0,1,1
6783,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,1,1
6784,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,1,0
6785,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1
6786,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,1
6787,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
6788,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1
6789,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,1
6790,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0
6791,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0
6792,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,1
6793,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0
6794,0,0,0,0,1,1,1,1,1,0,1,0,0,1,0,1,1
6795,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1
6796,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1
6797,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1
6798,0,0,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1
6799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6800,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1
6801,0,0,0,0,1,1,0,1,1,1,1,0,0,1,0,1,1
6802,1,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1
6803,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1
6804,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,1
6805,1,0,1,0,1,0,1,1,1,0,1,0,0,1,0,1,1
6806,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1
6807,0,0,0,0,1,1,1,0,1,0,1,0,0,1,1,0,1
6808,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,1,1
6809,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1
6810,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0,1,1
6811,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0
6812,1,0,0,0,1,0,1,1,1,1,0,0,0,1,0,1,1
6813,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
6814,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0
6815,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1
6816,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0,1,0
6817,0,0,0,0,1,1,1,1,0,1,1,0,0,1,0,1,0
6818,0,0,0,0,1,1,1,1,0,1,1,1,1,1,0,1,1
6819,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1
6820,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0
6821,1,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,1
6822,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1
6823,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,1,1
6824,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,1
6825,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
6826,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,1,0
6827,0,0,0,0,1,1,1,1,1,0,1,0,0,1,0,1,0
6828,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,1,1
6829,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1,1
6830,0,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1
6831,1,0,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1
6832,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1
6833,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,1,1
6834,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
6835,1,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0
6836,0,0,0,0,1,1,1,1,0,1,1,1,0,1,0,1,1
6837,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0
6838,0,0,1,0,1,0,1,0,1,1,1,0,0,0,0,1,0
6839,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
6840,0,0,1,0,1,1,1,1,1,1,1,0,1,1,0,0,1
6841,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,1,1
6842,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1
6843,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1
6844,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1
6845,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
6846,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1
6847,1,0,0,0,1,0,1,0,1,1,1,0,0,0,0,1,0
6848,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1
6849,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1
6850,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1
6851,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,1,1
6852,1,0,0,0,1,1,1,1,1,0,1,0,1,1,0,1,1
6853,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
6854,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0
6855,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
6856,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0
6857,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1
6858,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1
6859,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1
6860,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1
6861,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
6862,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
6863,0,0,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1
6864,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
6865,1,0,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1
6866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6867,1,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1
6868,1,0,0,0,1,1,1,1,1,1,1,0,0,1,0,1,1
6869,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
6870,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
6871,1,1,0,0,1,1,1,0,1,1,1,1,0,1,0,0,1
6872,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0
6873,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
6874,0,0,1,0,1,1,1,1,1,1,1,0,1,1,0,0,1
6875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6876,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
6877,0,0,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0
6878,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1
6879,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,1,1
6880,0,0,0,0,1,0,1,1,1,1,1,0,0,1,0,1,1
6881,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
6882,1,0,1,0,1,1,0,1,1,1,1,0,1,1,0,1,1
6883,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
6884,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
6885,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
6886,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
6887,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,1,1
6888,1,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,0
6889,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0,0,1
6890,1,0,0,0,1,0,0,1,1,1,1,0,0,0,0,1,1
6891,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0
6892,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
6893,0,0,0,0,1,0,1,1,1,1,1,0,1,1,0,1,1
6894,1,0,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1
6895,1,0,0,0,1,1,0,0,1,1,0,0,0,1,0,1,0
6896,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,1,1
6897,1,0,0,0,1,0,0,1,0,1,1,1,0,1,0,1,1
6898,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,1,0
6899,0,0,0,0,1,1,1,1,0,0,1,0,1,1,0,1,1
6900,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0
6901,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
6902,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0
6903,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
6904,1,0,0,0,1,1,1,1,1,1,0,0,0,1,0,1,0
6905,0,0,1,0,0,0,0,1,0,1,1,0,1,1,0,1,0
6906,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1
6907,1,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1
6908,1,0,0,0,1,1,1,1,1,0,1,0,0,1,0,0,0
6909,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1
6910,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,1,1
6911,1,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1
6912,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1
6913,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,1,1
6914,0,0,0,0,1,1,1,1,0,1,1,1,1,0,0,1,1
6915,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1
6916,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
6917,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
6918,0,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1
6919,1,0,0,0,1,1,1,1,1,1,1,0,1,0,0,1,1
6920,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
6921,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1
6922,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0
6923,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0,1,1
6924,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
6925,1,0,0,0,1,1,1,1,1,1,1,0,0,1,0,1,0
6926,1,0,0,0,1,1,1,1,1,1,1,0,0,1,0,1,1
6927,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
6928,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
6929,0,0,0,1,1,1,1,1,0,1,1,0,1,0,0,1,0
6930,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0
6931,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0
6932,0,1,0,1,1,0,0,0,1,1,0,0,1,1,0,1,1
6933,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1
6934,0,0,0,0,1,1,1,1,1,0,1,1,0,1,0,1,1
6935,0,0,0,1,1,1,0,1,0,1,0,0,0,1,0,1,1
6936,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
6937,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1
6938,0,0,0,0,1,1,0,1,1,1,1,0,0,1,0,1,0
6939,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,1,1
6940,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,1,1
6941,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
6942,1,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1
6943,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0
6944,0,0,0,0,1,1,0,1,1,1,1,0,1,1,0,1,1
6945,0,0,0,0,1,1,0,1,1,1,1,0,1,0,0,1,0
6946,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1
6947,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1
6948,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
6949,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
6950,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1
6951,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
6952,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0,1,1
6953,0,0,0,0,1,1,1,1,0,1,1,1,1,1,0,1,1
6954,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1
6955,1,0,0,0,1,1,1,1,0,1,1,0,0,1,0,1,1
6956,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
6957,1,0,0,0,1,1,1,1,1,0,1,0,1,1,0,1,1
6958,0,0,0,0,1,0,1,1,0,1,1,0,1,1,0,1,1
6959,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0
6960,1,0,1,0,1,1,1,1,1,1,1,0,1,0,0,1,0
6961,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
6962,0,0,1,0,1,1,1,1,1,1,0,0,0,1,0,1,0
6963,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,0
6964,0,0,0,0,1,1,1,1,0,0,1,0,1,1,0,1,1
6965,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1
6966,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0
6967,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0
6968,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1
6969,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
6970,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1
6971,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,1,0
6972,1,0,0,0,1,1,1,1,0,1,1,1,1,1,0,1,1
6973,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,1
6974,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,1,0
6975,1,0,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1
6976,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1
6977,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,1,1
6978,1,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1
6979,0,0,1,0,1,1,1,1,0,1,1,0,1,0,0,1,1
6980,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1
6981,1,0,1,0,1,1,1,1,0,1,1,0,0,0,0,1,1
6982,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
6983,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1
6984,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
6985,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6986,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1
6987,1,0,0,0,1,1,1,0,1,1,1,0,0,1,0,0,0
6988,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6989,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1
6990,1,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1
6991,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1
6992,0,0,0,0,1,0,1,1,1,1,1,1,0,1,0,1,1
6993,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0
6994,0,0,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1
6995,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
6996,0,1,0,0,1,1,1,1,1,1,0,1,1,1,0,1,1
6997,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,1
6998,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
6999,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7000,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,1
7001,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1,0
7002,0,0,0,0,1,1,1,1,0,1,0,0,0,1,0,1,1
7003,0,1,0,1,1,1,0,1,1,1,1,0,0,1,0,1,1
7004,0,0,0,0,1,1,1,1,1,0,1,1,1,1,0,1,1
7005,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1
7006,1,0,0,0,1,1,1,1,1,0,1,0,0,1,1,1,1
7007,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,1,0
7008,0,0,0,0,1,1,1,1,1,0,1,1,0,1,0,0,1
